step,force
7200,30.055238723754883
7230,0.0
7260,19.414705276489258
7290,51.09663772583008
7320,56.76350021362305
7350,28.94266128540039
7380,5.495149612426758
7410,24.301843643188477
7440,0.0
7470,0.0
7500,84.76856231689453
7530,0.0
7560,0.0
7590,0.0
7620,12.389619827270508
7650,40.30472946166992
7680,0.0
7710,0.0
7740,102.02174377441406
7770,0.0
7800,656.8444213867188
7830,538.6612548828125
7860,696.3452758789062
7890,719.334228515625
7920,26.84027862548828
7950,17.9040470123291
7980,80.9592514038086
8010,77.7266616821289
8040,0.0
8070,0.0
8100,0.0
8130,47.97978973388672
8160,26.503284454345703
8190,77.13185119628906
8220,0.0
8250,51.46995162963867
8280,0.0
8310,17.472618103027344
8340,0.0
8370,28.408016204833984
8400,0.0
8430,0.47109290957450867
8460,4.420886993408203
8490,0.0
8520,0.0
8550,0.0
8580,0.0
8610,0.0
8640,0.0
8670,8.240226745605469
8700,0.0
8730,19.97589111328125
8760,13.394879341125488
8790,0.0
8820,4.579791069030762
8850,0.32398757338523865
8880,0.0
8910,0.0
8940,40.36488723754883
8970,7.760013580322266
9000,19.567726135253906
9030,0.0
9060,7.004509925842285
9090,0.0
9120,0.0
9150,0.0
9180,0.0
9210,0.0
9240,0.0
9270,0.0
9300,0.0
9330,21.646709442138672
9360,0.0
9390,0.0
9420,25.604825973510742
9450,0.0
9480,189.76136779785156
9510,165.30813598632812
9540,36.354671478271484
9570,0.0
9600,8.614569664001465
9630,64.5217056274414
9660,0.0
9690,118.75929260253906
9720,0.0
9750,9.5086669921875
9780,0.0
9810,0.0
9840,0.0
9870,8.823768615722656
9900,45.85819625854492
9930,5.92291259765625
9960,55.85638427734375
9990,55.503543853759766
10020,25.506338119506836
10050,20.803647994995117
10080,6.103092193603516
10110,25.55544662475586
10140,5.602197647094727
10170,14.112051963806152
10200,0.0
10230,26.912031173706055
10260,19.960098266601562
10290,14.775862693786621
10320,29.63236427307129
10350,13.44848346710205
10380,37.11014938354492
10410,0.2278541475534439
10440,0.0
10470,18.857749938964844
10500,0.0
10530,20.8421573638916
10560,0.0
10590,13.657463073730469
10620,37.192874908447266
10650,0.0
10680,0.0
10710,16.102767944335938
10740,5.883288860321045
10770,14.09814739227295
10800,3.0834100246429443
10830,27.846952438354492
10860,8.505166053771973
10890,30.65573501586914
10920,0.0
10950,31.52286720275879
10980,0.0
11010,0.0
11040,0.0
11070,82.74154663085938
11100,27.66805076599121
11130,21.301218032836914
11160,8.363988876342773
11190,0.0
11220,0.0
11250,3.3768551349639893
11280,0.0
11310,144.14466857910156
11340,170.79640197753906
11370,0.0
11400,0.0
11430,0.0
11460,0.8164595365524292
11490,0.0
11520,0.0
11550,0.0
11580,10.78280258178711
11610,6.9420905113220215
11640,49.96100997924805
11670,0.0
11700,21.934696197509766
11730,34.01567840576172
11760,21.265199661254883
11790,0.0
11820,0.0
11850,0.0
11880,0.0
11910,3.1294026374816895
11940,75.40904998779297
11970,52.100982666015625
12000,30.414793014526367
12030,0.0
12060,0.0
12090,19.122615814208984
12120,12.555215835571289
12150,0.0
12180,61.61066436767578
12210,2.2920608520507812
12240,0.0
12270,0.0
12300,11.27386474609375
12330,0.0
12360,0.0
12390,23.237621307373047
12420,23.978694915771484
12450,5.613775730133057
12480,21.69101333618164
12510,43.520259857177734
12540,39.41726303100586
12570,0.0
12600,16.0867862701416
12630,11.289820671081543
12660,68.37334442138672
12690,51.65230178833008
12720,0.0
12750,38.70903396606445
12780,0.0
12810,40.579769134521484
12840,5.8860673904418945
12870,0.0
12900,77.60445404052734
12930,0.0
12960,5.913013458251953
12990,44.974578857421875
13020,268.142333984375
13050,0.0
13080,0.0
13110,0.0
13140,18.055391311645508
13170,4.159800052642822
13200,23.624876022338867
13230,0.0
13260,0.0
13290,0.0
13320,0.0
13350,7.525198459625244
13380,0.0
13410,3.4630954265594482
13440,0.0
13470,0.0
13500,11.462747573852539
13530,0.0
13560,0.5437343716621399
13590,5.923849105834961
13620,63.08039855957031
13650,18.287813186645508
13680,29.894500732421875
13710,19.458335876464844
13740,15.717256546020508
13770,0.0
13800,39.07387161254883
13830,77.61042022705078
13860,0.0
13890,23.74051284790039
13920,38.017303466796875
13950,0.0
13980,18.765092849731445
14010,43.90409469604492
14040,0.0
14070,0.0
14100,25.008817672729492
14130,31.065250396728516
14160,17.847827911376953
14190,0.0
14220,0.0
14250,0.0
14280,39.37937927246094
14310,0.0
14340,0.0
14370,22.100879669189453
14400,1.9137883186340332
14430,23.271841049194336
14460,0.0
14490,9.915882110595703
14520,5.385207653045654
14550,0.0
14580,24.187095642089844
14610,0.0
14640,20.96603012084961
14670,0.0
14700,47.73371505737305
14730,46.12234878540039
14760,0.0
14790,20.75470542907715
14820,47.3950080871582
14850,29.149553298950195
14880,28.87424659729004
14910,0.0
14940,0.0
14970,6.556589603424072
15000,11.365687370300293
15030,0.0
15060,0.0
15090,46.63127136230469
15120,0.0
15150,0.0
15180,0.0
15210,50.096961975097656
15240,7.566633224487305
15270,0.0
15300,83.21346282958984
15330,106.04385375976562
